customer_id,customer_name,gender,age,city,state,signup_date,acquisition_channel
CUST00027,Ishita Mukherjee,Female,41.0,Ahmedabad,Gujarat,2024-07-15,Email
CUST00028,Aditya Das,Male,50.0,Delhi,Delhi,2023-03-09,Organic Search
CUST00029,Yash Saxena,Male,39.0,Mumbai,Maharashtra,2023-08-08,
CUST00030,Yash Joshi,Male,43.0,Patna,Bihar,2025-01-25,Organic Search
CUST00031,Varun Verma,Male,34.0,Delhi,Delhi,2025-03-18,Organic Search
CUST00032,Swati Tiwari,Female,40.0,Hyderabad,Telangana,2025-09-07,Referral
CUST00033,Aadhya Reddy,Female,33.0,Kochi,Kerala,2024-02-23,Social Media
CUST00034,Tarun Banerjee,Male,33.0,Chennai,Tamil Nadu,2024-04-10,Social Media
CUST00035,Ankit Yadav,Male,34.0,Bengaluru,Karnataka,2024-07-18,Social Media
CUST00036,Radhika Gupta,Female,29.0,Bhopal,Madhya Pradesh,2023-09-21,Paid Search
CUST00037,Aman Shah,Male,38.0,Bengaluru,Karnataka,2023-07-07,Social Media
CUST00038,Preeti Pandey,Female,38.0,Pune,Maharashtra,2024-07-24,Social Media
CUST00039,Juhi Singh,Female,41.0,Delhi,Delhi,2023-11-04,Paid Search
CUST00040,Swati Mukherjee,Female,39.0,Chennai,Tamil Nadu,2025-01-14,Paid Search
CUST00041,Ankit Patel,Male,53.0,Delhi,Delhi,2024-06-16,Organic Search
CUST00042,Saanvi Nair,Female,44.0,Visakhapatnam,Andhra Pradesh,2025-05-27,Organic Search
CUST00043,Sneha Bansal,Female,31.0,Ahmedabad,Gujarat,2025-02-09,Organic Search
CUST00044,Reyansh Tiwari,Male,38.0,Hyderabad,Telangana,2024-02-09,Social Media
CUST00045,Aarav Joshi,Male,47.0,Guwahati,Assam,2025-05-27,Paid Search
CUST00046,Kiran Nair,Female,24.0,Ghaziabad,Uttar Pradesh,2025-05-05,Social Media
CUST00047,Saanvi Gupta,Female,53.0,Pune,Maharashtra,2024-04-28,Paid Search
CUST00048,Rohan Menon,Male,25.0,Gurugram,Haryana,2024-01-13,Paid Search
CUST00049,Kavya Yadav,Female,42.0,Bengaluru,Karnataka,2025-01-25,Social Media
CUST00050,Tanvi Agarwal,Female,33.0,Pune,Maharashtra,2023-07-20,Organic Search
CUST00051,Kunal Nair,Male,32.0,Gurugram,Haryana,2023-10-03,Direct
CUST00052,Yash Patel,Male,20.0,Pune,Maharashtra,2023-01-12,Organic Search
CUST00053,Deepak Das,Male,42.0,Hyderabad,Telangana,2025-04-21,Email
CUST00054,Gaurav Yadav,Male,20.0,Vadodara,Gujarat,2025-01-10,Organic Search
CUST00055,Sneha Das,Female,19.0,Delhi,Delhi,2025-02-13,Paid Search
CUST00056,Meera Das,Female,45.0,Delhi,Delhi,2025-04-16,Paid Search
CUST00057,Aman Chopra,Male,51.0,Thane,Maharashtra,2024-07-07,Organic Search
CUST00058,Anita Singh,Female,26.0,Mumbai,Maharashtra,2024-10-18,Paid Search
CUST00059,Manish Desai,Male,43.0,Mumbai,Maharashtra,2023-07-20,Paid Search
CUST00060,Aditya Gupta,Male,41.0,Ahmedabad,Gujarat,2023-06-17,Referral
CUST00061,Vikram Kumar,Male,32.0,Ahmedabad,Gujarat,2025-01-13,Paid Search
CUST00062,Anita Verma,Female,46.0,Kolkata,West Bengal,2024-07-19,Organic Search
CUST00063,Komal Desai,Female,31.0,Thane,Maharashtra,2024-10-15,Organic Search
CUST00064,Nisha Tiwari,Female,38.0,Pune,Maharashtra,2025-04-03,Direct
CUST00065,Deepak Kumar,Male,20.0,Indore,Madhya Pradesh,2024-12-15,Organic Search
CUST00066,Naveen Banerjee,Male,21.0,Mumbai,Maharashtra,2024-10-04,Social Media
CUST00067,Suresh Pandey,Male,45.0,Hyderabad,Telangana,2024-10-09,Organic Search
CUST00068,Shreya Chauhan,Female,39.0,Noida,Uttar Pradesh,2024-01-31,Paid Search
CUST00069,Abhishek Menon,Male,32.0,Chennai,Tamil Nadu,2023-02-18,Paid Search
CUST00070,Ananya Agarwal,Female,52.0,Bengaluru,Karnataka,2024-06-16,Direct
CUST00071,Preeti Verma,Female,52.0,Guwahati,Assam,2023-10-21,Social Media
CUST00072,Abhishek Agarwal,Male,37.0,Chennai,Tamil Nadu,2024-05-19,Organic Search
CUST00073,Reyansh Chopra,Male,18.0,Kolkata,West Bengal,2025-06-12,Social Media
CUST00074,Suresh Joshi,Male,32.0,Bengaluru,Karnataka,2023-11-13,Organic Search
CUST00075,Anita Singh,Female,25.0,Lucknow,Uttar Pradesh,2023-03-30,Direct
CUST00076,Radhika Reddy,Female,34.0,Delhi,Delhi,2024-01-06,Paid Search
CUST00077,Rohan Patel,Male,24.0,Surat,Gujarat,2024-01-19,Direct
CUST00078,Riya Verma,Female,21.0,Bhopal,Madhya Pradesh,2025-01-07,Referral
CUST00079,Kunal Pandey,Male,18.0,Lucknow,Uttar Pradesh,2024-10-07,Organic Search
CUST00080,Vivaan Patel,Male,35.0,Mumbai,Maharashtra,2025-04-18,Direct
CUST00081,Meera Shah,Female,18.0,Mumbai,Maharashtra,2025-01-10,Direct
CUST00082,Kavya Chopra,Female,30.0,Ludhiana,Punjab,2024-05-17,Referral
CUST00083,Naveen Rao,Male,40.0,Chandigarh,Chandigarh,2025-05-12,Paid Search
CUST00084,Kiran Menon,Female,26.0,Delhi,Delhi,2023-08-24,Social Media
CUST00085,Anjali Verma,Female,22.0,Ahmedabad,Gujarat,2023-02-05,Organic Search
CUST00086,Simran Mishra,Female,32.0,Lucknow,Uttar Pradesh,2023-05-14,Direct
CUST00087,Payal Saxena,Female,25.0,Ludhiana,Punjab,2025-02-27,Organic Search
CUST00088,Kunal Iyer,Male,35.0,Chandigarh,Chandigarh,2024-07-10,Social Media
CUST00089,Kunal Shah,Male,23.0,Nagpur,Maharashtra,2023-08-17,Referral
CUST00090,Anjali Chopra,Female,32.0,Delhi,Delhi,2024-08-17,Direct
CUST00091,Rohan Agarwal,Male,30.0,Visakhapatnam,Andhra Pradesh,2023-08-05,Referral
CUST00092,Reyansh Kumar,Male,33.0,Agra,Uttar Pradesh,2025-02-06,Referral
CUST00093,Varun Banerjee,Male,49.0,Hyderabad,Telangana,2024-06-25,Social Media
CUST00094,Abhishek Patel,Male,35.0,Kolkata,West Bengal,2024-04-21,Social Media
CUST00095,Ankit Mehta,Male,38.0,Delhi,Delhi,2024-01-28,Organic Search
CUST00096,Gaurav Banerjee,Male,27.0,Hyderabad,Telangana,2024-12-11,Direct
CUST00097,Yash Iyer,Male,35.0,Nashik,Maharashtra,2024-04-01,Paid Search
CUST00098,Aman Banerjee,Male,30.0,Mumbai,Maharashtra,2023-05-11,Email
CUST00099,Tanvi Iyer,Female,33.0,Bhopal,Madhya Pradesh,2023-06-21,Paid Search
CUST00100,Sunita Gupta,Female,39.0,Mumbai,Maharashtra,2025-09-02,Paid Search
CUST00101,Deepak Gupta,Male,28.0,Bengaluru,Karnataka,2025-07-25,Paid Search
CUST00102,Aarav Mehta,Male,29.0,Jaipur,Rajasthan,2025-02-08,Direct
CUST00103,Reyansh Mukherjee,Male,28.0,Mumbai,Maharashtra,2023-12-19,Organic Search
CUST00104,Riya Shah,Female,28.0,Kanpur,Uttar Pradesh,2025-09-08,Paid Search
CUST00105,Juhi Desai,Female,35.0,Hyderabad,Telangana,2025-04-14,Organic Search
CUST00106,Ananya Agarwal,Female,29.0,Bhopal,Madhya Pradesh,2025-02-23,Paid Search
CUST00107,Simran Pandey,Female,48.0,Kochi,Kerala,2024-06-28,Social Media
CUST00108,Vikram Tiwari,Male,60.0,Chennai,Tamil Nadu,2023-12-27,Organic Search
CUST00109,Abhishek Nair,Male,27.0,Mumbai,Maharashtra,2023-05-23,Social Media
CUST00110,Aditya Tiwari,Male,36.0,Ludhiana,Punjab,2025-07-20,Referral
CUST00111,Rajesh Pandey,Male,43.0,Bengaluru,Karnataka,2024-07-04,Referral
CUST00112,Aditya Rao,Male,30.0,Delhi,Delhi,2023-10-06,Social Media
CUST00113,Ananya Iyer,Female,23.0,Rajkot,Gujarat,2024-02-02,Organic Search
CUST00114,Varun Patel,Male,50.0,Bengaluru,Karnataka,2024-10-27,Social Media
CUST00115,Anjali Pandey,Female,40.0,Jaipur,Rajasthan,2023-09-05,Social Media
CUST00116,Karthik Mukherjee,Male,36.0,Bengaluru,Karnataka,2025-06-15,Email
CUST00117,Manish Shah,Male,48.0,Indore,Madhya Pradesh,2025-03-29,Social Media
CUST00118,Aditi Yadav,Female,41.0,Lucknow,Uttar Pradesh,2025-02-25,Social Media
CUST00119,Rahul Chauhan,Male,,Kolkata,West Bengal,2024-06-11,Social Media
CUST00120,Gaurav Kapoor,Male,23.0,Pune,Maharashtra,2024-12-09,Referral
CUST00121,Rohan Iyer,,28.0,Bengaluru,Karnataka,2024-11-01,Social Media
CUST00122,Aditi Shah,Female,45.0,Mumbai,Maharashtra,2024-12-28,Organic Search
CUST00123,Siddharth Agarwal,Male,40.0,Vadodara,Gujarat,2023-05-07,Referral
CUST00124,Pooja Bansal,Female,31.0,Coimbatore,Tamil Nadu,2024-05-26,Social Media
CUST00125,Anjali Mukherjee,Female,51.0,Visakhapatnam,Andhra Pradesh,2023-03-06,Social Media
CUST00126,Tanvi Agarwal,Female,31.0,Indore,Madhya Pradesh,2024-08-10,Organic Search
CUST00127,Pranav Patel,Male,43.0,Kolkata,West Bengal,2024-02-28,Organic Search
CUST00128,Komal Mukherjee,Female,35.0,Jaipur,Rajasthan,2023-07-26,Email
CUST00129,Varun Rao,Male,52.0,Nagpur,Maharashtra,2023-06-02,Organic Search
CUST00130,Simran Saxena,Female,41.0,Mumbai,Maharashtra,2024-11-04,Paid Search
CUST00131,Gaurav Menon,Male,33.0,Chennai,Tamil Nadu,2023-08-28,Paid Search
CUST00132,Sanjay Shah,Male,31.0,Bengaluru,Karnataka,2025-08-06,Organic Search
CUST00133,Vikram Patel,Male,33.0,Ahmedabad,Gujarat,2024-10-29,
CUST00134,Swati Saxena,Female,26.0,Bhopal,Madhya Pradesh,2024-03-17,Organic Search
CUST00135,Payal Saxena,Female,19.0,Ahmedabad,Gujarat,2024-11-07,Organic Search
CUST00136,Manish Bansal,Male,36.0,Thane,Maharashtra,2023-02-05,Direct
CUST00137,Vikram Banerjee,Male,28.0,Noida,Uttar Pradesh,2025-08-31,Social Media
CUST00138,Rekha Kapoor,Female,28.0,Gurugram,Haryana,2024-07-30,
CUST00139,Diya Chopra,Female,32.0,Ghaziabad,Uttar Pradesh,2025-04-17,Paid Search
CUST00140,Kiran Singh,Female,34.0,Agra,Uttar Pradesh,2023-05-04,Referral
CUST00141,Reyansh Kumar,Male,33.0,Ahmedabad,Gujarat,2024-08-03,Organic Search
CUST00142,Preeti Iyer,Female,50.0,Thane,Maharashtra,2024-08-07,Organic Search
CUST00143,Divya Iyer,Female,40.0,Lucknow,Uttar Pradesh,2025-08-16,Organic Search
CUST00144,Ankit Banerjee,Male,54.0,Kochi,Kerala,2024-10-21,Organic Search
CUST00145,Tarun Rao,Male,29.0,Jaipur,Rajasthan,2024-07-21,Direct
CUST00146,Abhishek Desai,Male,41.0,Chennai,Tamil Nadu,2023-12-21,Paid Search
CUST00147,Rajesh Agarwal,Male,29.0,Ludhiana,Punjab,2024-02-29,Social Media
CUST00148,Juhi Pandey,Female,27.0,Bhopal,Madhya Pradesh,2024-09-04,Paid Search
CUST00149,Naveen Menon,Male,54.0,Delhi,Delhi,2024-06-18,Organic Search
CUST00150,Ritu Reddy,Female,25.0,Jaipur,Rajasthan,2023-02-04,Direct
CUST00151,Gaurav Kumar,Male,18.0,Jaipur,Rajasthan,2025-05-22,Social Media
CUST00152,Divya Das,Female,26.0,Surat,Gujarat,2025-07-15,Organic Search
CUST00153,Komal Verma,Female,18.0,Gurugram,Haryana,2023-07-21,Paid Search
CUST00154,Anita Chauhan,Female,23.0,Jaipur,Rajasthan,2024-10-05,Organic Search
CUST00155,Ritu Banerjee,Female,24.0,Nashik,Maharashtra,2023-06-09,Social Media
CUST00156,Siddharth Desai,Male,,Ahmedabad,Gujarat,2025-01-16,Paid Search
CUST00157,Simran Menon,Female,18.0,Mumbai,Maharashtra,2024-01-06,Direct
CUST00158,Sunita Sharma,Female,45.0,Ahmedabad,Gujarat,2025-01-05,Direct
CUST00159,Karthik Bansal,Male,,Pune,Maharashtra,2025-03-03,Organic Search
CUST00160,Divya Banerjee,Female,32.0,Ghaziabad,Uttar Pradesh,2025-04-06,Organic Search
CUST00161,Abhishek Menon,Male,30.0,Surat,Gujarat,2023-06-08,Direct
CUST00162,Meera Agarwal,Female,41.0,Chennai,Tamil Nadu,2025-07-30,Paid Search
CUST00163,Yash Nair,Male,37.0,Chennai,Tamil Nadu,2023-11-08,Paid Search
CUST00164,Kavya Kapoor,Female,45.0,Guwahati,Assam,2023-02-28,Social Media
CUST00165,Vihaan Chopra,Male,29.0,Delhi,Delhi,2024-10-05,Paid Search
CUST00166,Gaurav Saxena,Male,28.0,Delhi,Delhi,2024-04-11,Social Media
CUST00167,Karthik Bansal,Male,,Surat,Gujarat,2025-05-25,Direct
CUST00168,Ananya Sharma,Female,43.0,Nagpur,Maharashtra,2025-05-08,Social Media
CUST00169,Manish Desai,Male,41.0,Ahmedabad,Gujarat,2024-02-14,Organic Search
CUST00170,Kavya Desai,Female,36.0,Mumbai,Maharashtra,2025-08-27,Organic Search
CUST00171,Rajesh Singh,Male,35.0,Pune,Maharashtra,2024-01-16,Direct
CUST00172,Komal Agarwal,Female,33.0,Delhi,Delhi,2024-08-30,Social Media
CUST00173,Karthik Iyer,Male,37.0,Mumbai,Maharashtra,2023-12-08,Social Media
CUST00174,Neha Desai,Female,53.0,Hyderabad,Telangana,2025-08-14,Organic Search
CUST00175,Swati Reddy,Female,31.0,Delhi,Delhi,2023-08-21,Direct
CUST00176,Vikram Patel,Male,29.0,Chennai,Tamil Nadu,2023-03-11,Paid Search
CUST00177,Siddharth Iyer,Male,29.0,Bhopal,Madhya Pradesh,2024-06-14,Direct
CUST00178,Anjali Shah,Female,37.0,Mumbai,Maharashtra,2025-09-25,Organic Search
CUST00179,Aarav Saxena,Male,18.0,Kolkata,West Bengal,2025-07-12,Organic Search
CUST00180,Siddharth Chopra,Male,32.0,Kolkata,West Bengal,2025-03-21,Organic Search
CUST00181,Yash Verma,Male,42.0,Mumbai,Maharashtra,2025-07-11,Paid Search
CUST00182,Anjali Iyer,Female,28.0,Thane,Maharashtra,2025-07-13,Direct
CUST00183,Nisha Mishra,Female,35.0,Mumbai,Maharashtra,2024-09-02,Paid Search
CUST00184,Swati Joshi,Female,54.0,Gurugram,Haryana,2024-02-13,Referral
CUST00185,Riya Banerjee,Female,36.0,Lucknow,Uttar Pradesh,2025-04-09,Email
CUST00186,Varun Das,Male,18.0,Bengaluru,Karnataka,2025-01-07,Organic Search
CUST00187,Deepak Rao,Male,19.0,Gurugram,Haryana,2024-04-13,Social Media
CUST00188,Gaurav Iyer,Male,30.0,Ahmedabad,Gujarat,2023-05-21,Referral
CUST00189,Gaurav Patel,Male,25.0,Bengaluru,Karnataka,2025-03-19,Social Media
CUST00190,Rajesh Chopra,Male,34.0,Ahmedabad,Gujarat,2023-12-15,Organic Search
CUST00191,Payal Mehta,Female,30.0,Surat,Gujarat,2025-08-15,Referral
CUST00192,Siddharth Menon,Male,45.0,Indore,Madhya Pradesh,2023-11-21,Social Media
CUST00193,Naveen Mishra,Male,22.0,Lucknow,Uttar Pradesh,2023-06-28,Direct
CUST00194,Gaurav Menon,Male,31.0,Chandigarh,Chandigarh,2025-05-26,Social Media
CUST00195,Aarav Nair,Male,35.0,Noida,Uttar Pradesh,2023-08-06,Paid Search
CUST00196,Aditya Menon,Male,36.0,Delhi,Delhi,2023-09-08,Paid Search
CUST00197,Rahul Mehta,Male,34.0,Chandigarh,Chandigarh,2024-11-14,Direct
CUST00198,Tarun Chopra,Male,18.0,Delhi,Delhi,2025-06-29,Direct
CUST00199,Nisha Malhotra,Female,34.0,Noida,Uttar Pradesh,2023-09-29,Paid Search
CUST00200,Sneha Mehta,Female,31.0,Bengaluru,Karnataka,2024-02-07,Organic Search
CUST00201,Komal Menon,Female,42.0,Bengaluru,Karnataka,2025-04-13,Organic Search
CUST00202,Simran Mukherjee,Female,40.0,Chennai,Tamil Nadu,2025-09-10,Organic Search
CUST00203,Ananya Pandey,Female,35.0,Delhi,Delhi,2024-08-16,Paid Search
CUST00204,Ananya Nair,Female,36.0,Ghaziabad,Uttar Pradesh,2023-07-25,Paid Search
CUST00205,Varun Joshi,Male,47.0,Delhi,Delhi,2023-01-23,Organic Search
CUST00206,Preeti Tiwari,Female,45.0,Chennai,Tamil Nadu,2023-11-08,Paid Search
CUST00207,Ankit Mehta,Male,36.0,Chandigarh,Chandigarh,2023-07-10,Direct
CUST00208,Aarav Chopra,Male,54.0,Lucknow,Uttar Pradesh,2025-01-21,
CUST00209,Karthik Kapoor,Male,27.0,Jaipur,Rajasthan,2023-06-27,Social Media
CUST00210,Sanjay Kumar,Male,21.0,Guwahati,Assam,2024-08-22,Organic Search
CUST00211,Sneha Saxena,Female,33.0,Mumbai,Maharashtra,2025-02-04,Social Media
CUST00212,Karthik Bansal,Male,29.0,Hyderabad,Telangana,2024-10-29,Direct
CUST00213,Swati Menon,Female,18.0,Delhi,Delhi,2023-10-03,Organic Search
CUST00214,Payal Das,Female,26.0,Delhi,Delhi,2025-05-04,Referral
CUST00215,Deepak Nair,Male,36.0,Bengaluru,Karnataka,2025-02-21,Organic Search
CUST00216,Abhishek Mehta,Male,32.0,Surat,Gujarat,2025-03-13,Paid Search
CUST00217,Vikram Pandey,Male,25.0,Bengaluru,Karnataka,2023-07-09,Organic Search
CUST00218,Ankit Joshi,Male,33.0,Lucknow,Uttar Pradesh,2023-06-29,Paid Search
CUST00219,Ishita Iyer,Female,34.0,Thane,Maharashtra,2025-08-08,Organic Search
CUST00220,Meera Chauhan,Female,40.0,Ahmedabad,Gujarat,2024-05-08,Social Media
CUST00221,Komal Chatterjee,Female,27.0,Pune,Maharashtra,2024-01-27,Organic Search
CUST00222,Aman Patel,Male,42.0,Delhi,Delhi,2024-08-05,Referral
CUST00223,Shreya Kumar,Female,22.0,Bhopal,Madhya Pradesh,2025-01-08,Organic Search
CUST00224,Aadhya Tiwari,Female,28.0,Chennai,Tamil Nadu,2025-08-29,Organic Search
CUST00225,Vikram Iyer,Male,50.0,Ghaziabad,Uttar Pradesh,2024-01-11,Paid Search
CUST00226,Siddharth Iyer,Male,23.0,Pune,Maharashtra,2025-08-06,Social Media
CUST00227,Yash Das,Male,26.0,Nagpur,Maharashtra,2023-02-09,Direct
CUST00228,Rajesh Joshi,Male,20.0,Ahmedabad,Gujarat,2024-10-06,Referral
CUST00229,Sunita Menon,Female,25.0,Ahmedabad,Gujarat,2024-12-14,Paid Search
CUST00230,Ritu Tiwari,Female,34.0,Chennai,Tamil Nadu,2023-06-05,Direct
CUST00231,Aman Rao,Male,40.0,Lucknow,Uttar Pradesh,2023-07-21,Organic Search
CUST00232,Payal Singh,Female,33.0,Kolkata,West Bengal,2024-05-29,Direct
CUST00233,Manish Saxena,Male,30.0,Vadodara,Gujarat,2025-09-06,Paid Search
CUST00234,Suresh Shah,Male,21.0,Mumbai,Maharashtra,2024-11-11,Organic Search
CUST00235,Divya Tiwari,Female,26.0,Coimbatore,Tamil Nadu,2025-08-12,Paid Search
CUST00236,Kiran Chauhan,Female,18.0,Gurugram,Haryana,2025-05-05,Social Media
CUST00237,Preeti Bansal,Female,40.0,Bengaluru,Karnataka,2024-07-16,Paid Search
CUST00238,Rajesh Singh,Male,41.0,Mumbai,Maharashtra,2025-04-19,Organic Search
CUST00239,Neha Verma,Female,33.0,Pune,Maharashtra,2023-01-29,Paid Search
CUST00240,Meera Patel,Female,37.0,Mumbai,Maharashtra,2023-06-10,Paid Search
CUST00241,Rekha Menon,Female,42.0,Bengaluru,Karnataka,2025-05-24,Social Media
CUST00242,Abhishek Bansal,Male,34.0,Kolkata,West Bengal,2025-04-29,Direct
CUST00243,Krishna Iyer,Male,47.0,Surat,Gujarat,2023-11-11,Direct
CUST00244,Divya Sharma,Female,23.0,Delhi,Delhi,2024-09-13,Paid Search
CUST00245,Simran Gupta,Female,30.0,Gurugram,Haryana,2024-11-20,Social Media
CUST00246,Preeti Chatterjee,Female,28.0,Delhi,Delhi,2025-06-23,Social Media
CUST00247,Meera Sharma,Female,39.0,Delhi,Delhi,2024-11-17,Referral
CUST00248,Rekha Agarwal,Female,19.0,Delhi,Delhi,2024-05-23,Email
CUST00249,Divya Mehta,Female,47.0,Gurugram,Haryana,2024-04-14,Social Media
CUST00250,Tarun Banerjee,Male,39.0,Rajkot,Gujarat,2024-06-05,Paid Search
CUST00251,Rajesh Bansal,Male,51.0,Mumbai,Maharashtra,2024-12-30,Referral
CUST00252,Nikhil Das,Male,33.0,Indore,Madhya Pradesh,2025-06-23,Social Media
CUST00253,Swati Pandey,Female,27.0,Mumbai,Maharashtra,2024-07-03,Organic Search
CUST00254,Suresh Chauhan,Male,40.0,Mumbai,Maharashtra,2023-11-29,Social Media
CUST00255,Rohan Patel,Male,43.0,Mumbai,Maharashtra,2023-11-16,Organic Search
CUST00256,Saanvi Sharma,Female,26.0,Ghaziabad,Uttar Pradesh,2025-03-19,Organic Search
CUST00257,Meera Chauhan,Female,18.0,Chennai,Tamil Nadu,2025-05-14,Social Media
CUST00258,Vivaan Kapoor,Male,18.0,Pune,Maharashtra,2023-06-04,Social Media
CUST00259,Kunal Mishra,Male,36.0,Mumbai,Maharashtra,2023-04-11,Direct
CUST00260,Preeti Gupta,Female,48.0,Coimbatore,Tamil Nadu,2024-11-10,Direct
CUST00261,Arjun Saxena,Male,20.0,Kochi,Kerala,2023-07-28,Paid Search
CUST00262,Aditya Saxena,Male,30.0,Bengaluru,Karnataka,2025-05-21,Organic Search
CUST00263,Abhishek Reddy,Male,30.0,Lucknow,Uttar Pradesh,2024-02-07,Organic Search
CUST00264,Kunal Verma,Male,,Kanpur,Uttar Pradesh,2023-07-25,Direct
CUST00265,Saanvi Iyer,Female,56.0,Noida,Uttar Pradesh,2025-08-03,Paid Search
CUST00266,Krishna Chatterjee,Male,37.0,Kolkata,West Bengal,2023-08-22,Paid Search
CUST00267,Rohan Reddy,Male,42.0,Bengaluru,Karnataka,2024-01-09,Social Media
CUST00268,Aman Verma,Male,42.0,Ahmedabad,Gujarat,2023-08-07,Organic Search
CUST00269,Suresh Pandey,Male,20.0,Lucknow,Uttar Pradesh,2023-06-18,Social Media
CUST00270,Siddharth Shah,Male,40.0,Kolkata,West Bengal,2023-02-03,Referral
CUST00271,Aditi Pandey,Female,23.0,Mumbai,Maharashtra,2023-03-26,Social Media
CUST00272,Manish Mehta,Male,31.0,Vadodara,Gujarat,2023-09-02,Paid Search
CUST00273,Varun Chauhan,Male,44.0,Nashik,Maharashtra,2023-03-23,Organic Search
CUST00274,Aarav Reddy,Male,34.0,Kolkata,West Bengal,2024-11-07,Organic Search
CUST00275,Komal Singh,Female,44.0,Pune,Maharashtra,2025-01-23,Organic Search
CUST00276,Ishaan Yadav,Male,46.0,Kolkata,West Bengal,2024-05-04,Paid Search
CUST00277,Preeti Reddy,Female,18.0,Pune,Maharashtra,2024-02-15,
CUST00278,Juhi Rao,Female,18.0,Mumbai,Maharashtra,2024-08-20,Social Media
CUST00279,Riya Menon,Female,45.0,Chennai,Tamil Nadu,2025-06-29,Paid Search
CUST00280,Anita Desai,Female,45.0,Chennai,Tamil Nadu,2025-06-10,Paid Search
CUST00281,Ishaan Kapoor,Male,36.0,Guwahati,Assam,2023-03-09,Organic Search
CUST00282,Ananya Gupta,Female,37.0,Mumbai,Maharashtra,2023-09-11,Paid Search
CUST00283,Priya Tiwari,Female,42.0,Hyderabad,Telangana,2023-11-16,Social Media
CUST00284,Ankit Verma,Male,42.0,Kolkata,West Bengal,2023-12-01,Organic Search
CUST00285,Ishita Chauhan,Female,30.0,Ludhiana,Punjab,2024-10-20,Paid Search
CUST00286,Sanjay Chopra,Male,43.0,Chennai,Tamil Nadu,2024-05-27,Social Media
CUST00287,Pooja Reddy,Female,30.0,Bengaluru,Karnataka,2023-03-17,Social Media
CUST00288,Aadhya Joshi,Female,35.0,Pune,Maharashtra,2024-04-13,Direct
CUST00289,Anita Das,Female,35.0,Hyderabad,Telangana,2024-09-07,Email
CUST00290,Pranav Malhotra,Male,24.0,Pune,Maharashtra,2023-05-30,Social Media
CUST00291,Aditi Agarwal,Female,26.0,Nagpur,Maharashtra,2025-05-28,Referral
CUST00292,Saanvi Mukherjee,Female,55.0,Pune,Maharashtra,2023-03-21,Direct
CUST00293,Tarun Chopra,Male,24.0,Surat,Gujarat,2025-08-06,Referral
CUST00294,Saanvi Patel,Female,37.0,Mumbai,Maharashtra,2023-05-27,Social Media
CUST00295,Ishita Malhotra,Female,39.0,Lucknow,Uttar Pradesh,2025-06-05,Referral
CUST00296,Meera Menon,Female,32.0,Noida,Uttar Pradesh,2025-07-20,Organic Search
CUST00297,Tanvi Tiwari,Female,40.0,Kolkata,West Bengal,2025-09-16,Direct
CUST00298,Aditya Chauhan,Male,36.0,Vadodara,Gujarat,2025-05-03,Organic Search
